,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_model_snr,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass
8405,FALSE POSITIVE,31.9714488,0.34,8.52,42.9,0.006036,0.37023,0.87,0.1934,89.28,674.0,48.92,27.1,9.2,5846.0,4.169,-0.18,1.323,0.942
8406,FALSE POSITIVE,9.762550001000001,1.006,4.87531,41580.0,0.323684,0.45648999999999995,68.93,0.1041,85.63,1375.0,843.46,13.2,827.0,7199.0,4.055,-0.04,1.95,1.571
8407,CANDIDATE,16.9163386,0.6327,2.521,64.2,0.007691,4.29633,0.68,0.1188,89.38,648.0,41.74,40.2,6.3,5628.0,4.513,-0.48,0.81,0.779
8408,CANDIDATE,37.0200232,0.308,1.421,581.0,0.022144999999999998,100.82036,2.14,0.2165,89.91,507.0,15.66,194.0,6.6,5685.0,4.537,0.04,0.886,0.987
8409,FALSE POSITIVE,2.521265,0.463,2.69,36.5,0.005681,0.78715,1.16,0.0345,85.86,2049.0,4175.66,6.42,5.9,6306.0,3.8280000000000003,-1.48,1.874,0.862
8410,FALSE POSITIVE,5.674353343,1.167,4.177219999999999,36484.0,0.44143599999999994,0.4095,51.63,0.0588,82.43,1053.0,290.75,8.866,1098.3,5594.0,4.303,-0.16,1.071,0.841
8411,FALSE POSITIVE,0.734426335,0.971,2.7415,99056.0,0.472261,0.58177,51.42,0.0163,67.63,2106.0,4660.36,2.55,429.7,6108.0,4.471,-0.08,0.997,1.072
8412,FALSE POSITIVE,0.7344264090000001,0.039,1.569,94.1,0.008968,1.7095799999999999,0.98,0.0162,89.39,2223.0,5800.4,3.65,10.4,6406.0,4.458,-0.38,1.005,1.057
8413,CANDIDATE,0.565713361,0.23,0.954,86.4,0.008445000000000001,5.35806,0.81,0.0127,87.06,1917.0,3197.67,4.49,11.6,5220.0,4.48,0.16,0.881,0.855
8414,FALSE POSITIVE,13.782522208,0.718,8.277619999999999,248940.0,0.5735859999999999,0.56579,41.84,0.0977,87.69,605.0,31.69,17.844,1524.1,5246.0,4.604,-0.78,0.668,0.653
8415,FALSE POSITIVE,1.89121656,0.404,5.14,66.8,0.007594,0.10178999999999999,0.73,0.0276,81.32,1434.0,997.34,2.68,10.7,5741.0,4.438,-0.52,0.884,0.781
8416,FALSE POSITIVE,3.693702974,1.19,3.37146,25208.0,0.410287,0.37422,62.55,0.0512,79.39,1453.0,1054.1,6.462,568.7,6309.0,4.265,0.32,1.396,1.306
8417,FALSE POSITIVE,10.265613245,0.667,5.67553,150460.0,0.395421,0.8758600000000001,61.45,0.0952,87.74,1000.0,236.6,16.9609,5640.0,5865.0,4.169,0.16,1.423,1.09
8418,FALSE POSITIVE,2.1635697019999998,1.116,7.60963,54518.0,0.45647299999999996,0.05471,85.64,0.0346,62.07,1996.0,3760.06,2.3833,1513.2,6425.0,4.04,-0.22,1.718,1.179
8419,FALSE POSITIVE,0.7309567159999999,0.129,2.097,27.8,0.004837,0.71262,0.57,0.0159,87.29,2192.0,5431.8,2.72,11.2,6028.0,4.371,-0.14,1.078,0.994
8420,FALSE POSITIVE,7.04715073,0.272,1.434,282.5,0.015515000000000001,18.89171,1.54,0.072,89.58,932.0,178.49,36.7,9.8,5941.0,4.519,-0.14,0.911,1.001
8421,FALSE POSITIVE,7.047106212,1.077,3.16223,69626.0,0.472034,1.91183,119.64,0.0883,86.39,1846.0,2744.25,17.121,548.5,8162.0,3.9730000000000003,-0.2,2.321,1.845
8422,FALSE POSITIVE,0.9612925609999999,0.579,4.64294,325530.0,0.603654,0.35813,92.55,0.0197,77.11,2344.0,7160.97,2.596,1703.0,6300.0,4.188,-0.14,1.404,1.106
8423,FALSE POSITIVE,63.68192888,0.583,12.6047,341720.0,0.620771,0.9283100000000001,71.45,0.3108,89.43,486.0,13.15,58.383,963.5,5979.0,4.386,-0.14,1.054,0.986
8424,FALSE POSITIVE,9.455586047,0.791,8.42272,115170.0,0.385464,0.19984000000000002,178.47,0.1106,85.38,1972.0,3576.17,9.811,1876.9,7221.0,3.488,-0.18,4.24,2.018
8425,FALSE POSITIVE,1.246585716,0.427,4.6205099999999995,406770.0,0.629216,0.47778000000000004,81.28,0.0241,82.79,1992.0,3709.26,3.3984,2165.3,6440.0,4.369,-0.04,1.183,1.194
8426,FALSE POSITIVE,0.898932836,0.565,2.437,61.1,0.007386,0.35122,1.51,0.0192,76.76,2489.0,9056.7,2.47,22.3,5712.0,3.9589999999999996,0.18,1.872,1.162
8427,FALSE POSITIVE,3.45423296,0.893,2.965,149.8,0.01372,0.13284,0.95,0.0393,78.23,743.0,71.74,4.38,10.2,4186.0,4.662,0.24,0.635,0.686
8428,FALSE POSITIVE,7.304451735,1.013,4.09326,143630.0,0.600525,1.72325,59.02,0.0734,86.57,931.0,177.19,16.94,2096.8,6024.0,4.523,-0.26,0.9,0.985
8429,FALSE POSITIVE,1.181046137,1.165,2.6923,52609.0,0.49995100000000003,0.54082,37.78,0.0191,70.05,1389.0,878.27,3.4165,324.4,5229.0,4.58,-0.66,0.692,0.664
8431,FALSE POSITIVE,2.025580416,0.434,4.4844800000000005,44998.0,0.198938,0.28097,43.23,0.0353,83.67,2102.0,4618.62,3.9352,987.8,6348.0,3.9960000000000004,0.12,1.99,1.431
8432,FALSE POSITIVE,58.64379,0.226,24.44,182.1,0.012463,0.03261,1.05,0.2691,89.38,437.0,8.59,18.1,12.0,5833.0,4.537,-0.84,0.775,0.753
8433,FALSE POSITIVE,20.28281916,0.719,36.048,2797.5,0.051985,0.00182,22.46,0.1502,77.83,1141.0,401.55,3.408,306.7,5043.0,3.284,-0.3,3.956,1.098
8434,FALSE POSITIVE,4.9313659869999995,0.686,14.7088,255950.0,0.564869,0.041319999999999996,139.59,0.0616,79.49,1755.0,2239.55,3.7591,772.7,6562.0,3.835,-0.4,2.263,1.279
8435,FALSE POSITIVE,4.331392455,0.306,3.7278,200400.0,0.41630500000000004,1.87841,38.82,0.0481,88.57,1051.0,288.51,12.3045,1234.3,5655.0,4.4719999999999995,-0.44,0.854,0.788
8436,FALSE POSITIVE,345.1846728,1.179,6.5468,29989.0,0.423538,5.26731,44.91,0.9348,89.79,257.0,1.03,321.3,687.5,5712.0,4.4239999999999995,-0.1,0.971,0.912
8437,FALSE POSITIVE,9.58405667,0.798,6.82752,119630.0,0.40117800000000003,0.39200999999999997,99.66,0.0946,86.31,1212.0,510.85,12.3931,2595.9,5605.0,3.813,-0.04,2.275,1.226
8438,FALSE POSITIVE,5.2436612,0.436,11.39,88.3,0.008818000000000001,0.0241,1.1,0.0622,82.35,1249.0,574.76,3.272,14.5,6598.0,4.387,-0.24,1.145,1.166
8439,FALSE POSITIVE,3.7789374,0.6778,10.767,56.0,0.007244,0.01324,0.48,0.0401,71.62,860.0,129.06,2.154,15.1,5017.0,4.6530000000000005,-0.96,0.605,0.601
8440,FALSE POSITIVE,1.88984957,1.182,19.45,249670.0,0.934191,0.0402,73.04,0.0265,53.01,1221.0,526.5,1.965,401.5,5328.0,4.571000000000001,-0.6,0.716,0.695
8443,FALSE POSITIVE,2.49904083,0.01,2.651,128.2,0.010208,1.17726,1.04,0.0349,89.92,1258.0,592.18,7.3,8.1,5525.0,4.458,0.04,0.93,0.906
8444,FALSE POSITIVE,1.99567242,0.564,3.58,18.0,0.0040479999999999995,0.22429000000000002,0.75,0.033,81.02,2137.0,4939.44,3.61,14.2,6773.0,4.063,-0.4,1.69,1.207
8445,FALSE POSITIVE,0.89879279,0.249,1.031,26.6,0.004794,6.46813,0.57,0.0184,87.81,2116.0,4765.1,6.512,5.7,6224.0,4.373,-0.16,1.096,1.031
8446,FALSE POSITIVE,16.434352830999998,0.572,5.15682,45700.0,0.203868,1.20389,25.25,0.1259,88.73,789.0,91.8,25.8074,2171.4,5963.0,4.322,-0.12,1.134,0.986
8447,FALSE POSITIVE,0.566793818,0.985,4.929,100.3,0.012949,0.06226,1.17,0.0128,14.72,2027.0,3972.65,1.019,18.3,5707.0,4.538,-0.32,0.828,0.864
8448,FALSE POSITIVE,0.566797474,0.575,2.708,98.8,0.009444,0.21069000000000002,1.04,0.0139,67.92,2270.0,6276.39,1.529,12.3,6046.0,4.478,0.07,1.007,1.111
8449,FALSE POSITIVE,1.585673651,1.148,3.20763,44116.0,0.45143199999999994,0.34628000000000003,50.53,0.0275,71.32,1648.0,1740.78,3.5837,717.5,6117.0,4.457,-0.02,1.025,1.095
8450,FALSE POSITIVE,14.797219157,0.157,7.61037,252700.0,0.469276,0.88484,47.71,0.1176,89.59,787.0,90.8,21.7165,7795.3,6343.0,4.495,-0.52,0.931,0.988
8451,FALSE POSITIVE,6.49066214,0.798,3.47128,195090.0,0.5442060000000001,3.03987,33.46,0.0561,87.58,621.0,35.28,18.917,1680.0,4448.0,4.684,-0.72,0.563,0.558
8452,FALSE POSITIVE,7.11879848,0.983,4.11282,107660.0,0.500012,1.26835,41.17,0.068,86.25,819.0,106.52,15.034,1483.2,5578.0,4.601,-0.4,0.754,0.843
8453,FALSE POSITIVE,6.99510404,0.77,1.7556,71.8,0.00864,3.02696,216.92,0.108,87.78,7492.0,744614.96,19.85695,6.3,3681.0,0.25,-0.5,229.908,3.426
8455,FALSE POSITIVE,2.897829967,0.756,3.17788,163090.0,0.462121,1.52441,54.35,0.0396,85.06,1454.0,1054.79,8.779,1305.8,6318.0,4.3660000000000005,-0.42,1.077,0.98
8456,CANDIDATE,4.88698386,0.661,1.127,125.4,0.0109,12.889560000000001,1.2,0.0579,88.5,1133.0,389.31,25.3,10.1,6152.0,4.4639999999999995,-0.1,1.009,1.079
8457,FALSE POSITIVE,0.7064286340000001,0.393,1.7518200000000002,372130.0,0.592721,4.3383199999999995,47.64,0.014,85.35,1416.0,951.77,4.855,1066.7,4429.0,4.569,0.42,0.736,0.733
8458,FALSE POSITIVE,10.8632531,1.187,37.68,188.2,0.199678,0.00032,19.93,0.096,19.53,802.0,98.04,1.259,25.4,5896.0,4.516,-0.1,0.914,1.0
8459,FALSE POSITIVE,1.46842648,0.633,6.6666,151000.0,0.384842,0.10522999999999999,40.3,0.0235,73.95,1559.0,1402.93,2.2890900000000003,622.8,5539.0,4.381,-0.22,0.959,0.807
8460,FALSE POSITIVE,4.305917719,0.549,5.61993,361390.0,0.6313439999999999,0.75666,71.49,0.0532,86.52,1266.0,607.76,9.05159,6104.8,6502.0,4.44,-0.4,1.037,1.077
8462,CANDIDATE,8.47484677,0.872,2.067,217.8,0.015752000000000002,1.15514,1.35,0.0777,86.95,780.0,87.55,16.37,9.7,5564.0,4.587,-0.26,0.785,0.878
8463,FALSE POSITIVE,2.535389624,1.189,2.902,418.1,0.21069200000000002,0.020980000000000002,16.24,0.0334,51.83,1113.0,362.73,1.925,27.3,5488.0,4.629,-0.54,0.706,0.79
8465,FALSE POSITIVE,1.627538928,0.769,5.583,39.0,0.006234,0.03395,1.42,0.0301,62.79,2520.0,9504.13,1.681,29.9,6854.0,3.9339999999999997,-0.28,2.088,1.368
8466,FALSE POSITIVE,1.5065036859999998,0.401,5.02151,477100.0,0.6936260000000001,0.49995,178.15,0.0332,84.13,3250.0,26341.29,3.9144400000000004,3289.1,8751.0,4.026,0.07,2.352,2.14
8467,FALSE POSITIVE,1.679585725,0.97,7.346480000000001,101790.0,0.47925500000000004,0.07927999999999999,28.99,0.0228,64.8,970.0,209.45,2.2781,1884.3,4462.0,4.7,-0.76,0.554,0.561
8468,FALSE POSITIVE,5.40346248,0.521,7.6494,261350.0,0.500633,0.2907,108.46,0.064,86.1,1559.0,1398.38,7.66,2851.3,6350.0,3.9210000000000003,-0.28,1.984,1.195
8469,CANDIDATE,34.0357766,0.6983,3.849,386.6,0.019173,2.05976,1.05,0.1634,89.38,337.0,3.06,50.2,9.6,4367.0,4.739,-1.14,0.501,0.503
8470,FALSE POSITIVE,0.824851807,1.185,1.9363700000000001,30099.0,0.43188000000000004,0.6861,78.0,0.016,65.99,2539.0,9801.46,2.9113,642.2,5658.0,3.903,-0.78,1.654,0.798
8471,FALSE POSITIVE,0.82484293,0.03,1.383,618.6,0.021646000000000002,2.86976,97.92,0.0209,89.63,8138.0,1040816.86,4.691,10.0,4148.0,1.4580000000000002,-0.14,41.424,1.796
8472,FALSE POSITIVE,4.4473549,0.98,18.99,203.6,0.018208000000000002,0.00131,1.52,0.05,28.09,954.0,195.56,1.111,25.9,5531.0,4.5969999999999995,-0.32,0.764,0.855
8474,FALSE POSITIVE,7.51509713,0.934,2.62,187.1,0.016144,0.22787,1.23,0.0684,83.9,685.0,51.99,8.79,10.1,4867.0,4.63,-0.08,0.696,0.78
8475,FALSE POSITIVE,7.51514595,0.84,3.54486,117460.0,0.421893,2.16082,35.8,0.0674,87.41,842.0,118.99,18.616,1676.8,5624.0,4.516,-0.7,0.777,0.722
8476,FALSE POSITIVE,19.230038187999998,0.694,7.0441199999999995,266180.0,0.585781,1.34762,186.53,0.1818,88.66,1361.0,810.65,29.755,7232.1,7703.0,3.844,0.36,2.916,2.165
8477,FALSE POSITIVE,21.120005744,0.986,2.05573,13054.0,0.178782,5.5178,31.2,0.1541,88.88,880.0,141.75,50.672,443.9,6195.0,4.069,-0.2,1.598,1.09
8478,FALSE POSITIVE,0.82206761,1.216,3.8281,26190.0,0.434803,0.16407,91.21,0.0184,47.61,2941.0,17747.85,1.803,486.3,6531.0,3.9619999999999997,-0.28,1.921,1.234
8479,CANDIDATE,4.74701479,64.5159,2.464,3622.0,63.561352,336.51842999999997,13333.5,0.0593,29.22,1640.0,1708.72,73.7,10.1,6531.0,3.9619999999999997,-0.28,1.921,1.234
8480,CANDIDATE,1.96682825,0.415,1.645,214.3,0.013580000000000002,2.97383,1.18,0.0295,87.19,1283.0,638.54,8.47,9.5,5595.0,4.581,-0.24,0.796,0.89
8481,FALSE POSITIVE,45.035589512,0.499,9.8341,404840.0,0.654471,1.5680399999999999,82.4,0.2619,89.48,600.0,30.66,55.1913,1763.5,6484.0,4.386,-0.12,1.153,1.178
8482,CANDIDATE,4.237447181,0.187,0.3792,350.1,0.020826,662.61298,2.26,0.0505,89.87,1172.0,446.38,85.7,11.1,5993.0,4.425,-0.24,0.993,0.958
8483,CANDIDATE,4.0953585,1.0194,44.35,226.8,0.041799,0.00126,7.76,0.0548,10.89,1680.0,1884.15,1.037606,60.2,6839.0,4.093999999999999,-0.32,1.7,1.313
8484,CANDIDATE,0.92623983,0.058,1.267,411.4,0.018003,4.0934800000000005,1.16,0.0159,89.41,1208.0,504.34,5.7,9.1,4494.0,4.692,-0.44,0.591,0.632
8485,FALSE POSITIVE,3.10197712,0.984,7.083,124.6,0.013463,0.00417,2.64,0.0526,40.03,2246.0,6009.05,1.2848,63.3,8709.0,4.232,0.21,1.797,2.012
8486,FALSE POSITIVE,2.618414643,0.356,4.999230000000001,200860.0,0.42404200000000003,0.48098,109.33,0.0457,86.35,2582.0,10502.8,5.58619,3260.0,8143.0,3.96,-0.2,2.361,1.854
8487,FALSE POSITIVE,2.61844178,0.182,3.203,45.1,0.006019,0.65999,2.16,0.0401,88.32,2033.0,4044.74,6.21,12.7,5088.0,3.502,-0.18,3.293,1.257
8488,FALSE POSITIVE,19.407958161,0.905,6.09676,142060.0,0.515255,1.29935,44.96,0.1262,88.25,633.0,37.92,29.576,2506.6,5702.0,4.485,-0.8,0.799,0.711
8489,FALSE POSITIVE,0.933747375,1.063,5.974,198.9,0.079873,0.02837,8.93,0.0192,13.61,2003.0,3820.18,1.094,35.9,6224.0,4.454,-0.14,1.024,1.084
8490,FALSE POSITIVE,37.910213899,0.963,3.11152,103470.0,0.48158100000000004,15.17159,29.45,0.1816,89.47,358.0,3.89,104.85,1065.9,4623.0,4.686,-0.92,0.56,0.556
8491,FALSE POSITIVE,3.74785307,0.217,3.444,145.9,0.010754000000000001,0.75041,9.04,0.0611,88.49,2440.0,8389.62,8.23,17.0,4929.0,3.0010000000000003,0.26,7.7,2.167
8492,FALSE POSITIVE,3.7478350419999997,0.547,5.28519,188920.0,0.423361,0.49846,141.7,0.0597,85.63,2697.0,12482.82,7.1798,6016.2,8529.0,3.7689999999999997,-0.18,3.065,2.017
8493,FALSE POSITIVE,0.94754848,11.1936,1.7347,11348.0,10.292369,44.54061,224.79,0.0106,29.22,622.0,35.37,12.83,44.7,3246.0,5.087,0.0,0.2,0.178
8494,FALSE POSITIVE,1.75643185,0.115,2.397,51.6,0.0065439999999999995,1.09366,0.58,0.0275,88.83,1366.0,821.36,5.63,9.6,5696.0,4.57,-0.26,0.812,0.902
8495,FALSE POSITIVE,1.756466865,0.824,4.7781,188220.0,0.5463140000000001,0.34817,87.4,0.0279,77.63,1831.0,2652.65,3.8436,541.9,5726.0,4.077,-0.18,1.465,0.935
8496,FALSE POSITIVE,33.159475805999996,0.768,9.013530000000001,222170.0,0.563821,0.96672,146.47,0.2576,88.85,1068.0,307.53,38.3018,3733.6,7967.0,4.001,0.36,2.379,2.069
8497,FALSE POSITIVE,46.14869106,0.002,19.092,349630.0,0.5404760000000001,0.20476,114.2,0.2605,90.0,647.0,41.46,28.46,1021.3,5383.0,3.908,0.14,1.935,1.105
8498,FALSE POSITIVE,60.2976774,0.596,14.2561,315890.0,0.595809,0.56972,63.57,0.2956,89.29,481.0,12.63,47.841,1215.8,5995.0,4.434,-0.28,0.977,0.946
8499,CANDIDATE,0.875197345,1.004,0.052,0.0,0.0037119999999999996,0.25417,0.73,0.0189,62.52,2518.0,9497.39,2.175169,0.0,5855.0,3.9989999999999997,0.16,1.796,1.174
8500,CANDIDATE,13.2298203,0.435,3.566,157.8,0.011692000000000001,1.8773799999999998,1.5,0.1143,89.04,856.0,126.84,25.9,10.0,6049.0,4.353,0.16,1.176,1.14
8501,CANDIDATE,3.71840884,0.192,3.611,77.2,0.008047,0.6513399999999999,0.84,0.0477,88.59,1184.0,464.19,7.81,9.6,5982.0,4.493,-0.04,0.96,1.047
8502,FALSE POSITIVE,1.703347524,0.223,3.3039,504410.0,0.673033,1.8787200000000002,47.62,0.0247,88.06,1202.0,495.27,6.60496,1288.0,5325.0,4.657,-0.78,0.648,0.695
8503,FALSE POSITIVE,1.70332915,0.307,1.663,98.5,0.00913,2.8023599999999997,0.86,0.0275,87.67,1420.0,965.03,7.55,8.9,5749.0,4.547,-0.1,0.864,0.961
8504,FALSE POSITIVE,20.413812,1.158,5.806,496.4,0.18291300000000002,0.01321,16.5,0.1424,79.94,586.0,27.84,6.63,11.6,5514.0,4.569,-0.04,0.826,0.926
8505,CANDIDATE,5.32737192,0.3554,2.226,107.7,0.009419,3.44309,0.7,0.052,88.81,782.0,88.33,17.29,6.8,4905.0,4.593,-0.42,0.679,0.659
8506,FALSE POSITIVE,67.41958542,0.72,7.645,182170.0,0.470832,2.6871400000000003,49.46,0.313,89.52,470.0,11.48,86.43,836.0,6071.0,4.425,-0.48,0.962,0.898
8507,FALSE POSITIVE,7.363572395,0.922,5.7545,129700.0,0.4993,0.5463899999999999,82.22,0.0817,85.45,1287.0,649.25,11.613,224.9,6793.0,4.208,-0.08,1.508,1.346
8508,CANDIDATE,5.90260586,0.1049,1.832,337.7,0.016380000000000002,8.37101,1.26,0.0587,89.95,759.0,78.58,24.89,8.2,4960.0,4.627,-0.16,0.707,0.786
8509,FALSE POSITIVE,33.693201537,0.379,7.442189999999999,508770.0,0.7014279999999999,3.14725,68.86,0.1917,89.62,518.0,17.07,57.3746,1618.4,5427.0,4.448,-0.1,0.899,0.826
8510,CANDIDATE,22.80265,0.1018,19.34,53.1,0.006509,0.02688,2.36,0.1488,89.38,1045.0,281.59,9.04,11.8,5011.0,3.321,-0.46,3.324,0.843
8511,FALSE POSITIVE,1.1209977009999998,1.114,11.243,145.6,0.125844,0.02138,66.58,0.0267,7.67,3992.0,60096.61,1.1241,58.1,6720.0,3.373,-0.18,4.845,2.02
8512,FALSE POSITIVE,1.8749677480000002,0.817,10.0159,31526.0,0.189363,0.02089,378.99,0.0381,58.67,4440.0,91765.97,1.57165,1566.6,4588.0,2.2319999999999998,-0.02,18.328,2.09
8513,CANDIDATE,29.9315174,0.5986,2.53,353.0,0.017879,8.751610000000001,1.58,0.1814,89.38,517.0,16.9,74.6,5.6,5551.0,4.57,-0.16,0.809,0.887
8514,CANDIDATE,0.602277579,0.7502,2.38,34.6,0.005841,0.19379000000000002,0.78,0.0139,61.31,2699.0,12545.82,1.549,26.7,6510.0,4.256,-0.58,1.228,0.992
8515,FALSE POSITIVE,2.40440112,0.669,5.49,27.1,0.005036,0.05968,0.42,0.0321,75.27,1172.0,447.52,2.63,16.7,5433.0,4.55,-0.4,0.769,0.766
8516,FALSE POSITIVE,21.926779,0.542,10.05,198.6,0.013288,0.11472,1.26,0.1514,87.83,618.0,34.52,14.29,10.5,5853.0,4.544,-0.18,0.868,0.961
8517,FALSE POSITIVE,25.706001174,0.43,10.969,464960.0,0.680543,0.70585,67.11,0.1669,89.15,579.0,26.55,29.1055,2008.1,5642.0,4.498,-0.02,0.903,0.936
8518,CANDIDATE,27.2173855,0.6516,3.268,155.9,0.012067,3.0558099999999997,1.34,0.1748,89.38,667.0,46.8,49.3,6.7,6263.0,4.404,-0.46,1.019,0.959
8519,FALSE POSITIVE,501.90703,0.0805,12.43,306.9,0.016146,2.2921099999999996,1.83,1.2422,89.95,254.0,0.99,312.5,10.3,6316.0,4.413,-0.34,1.036,1.01
8520,CANDIDATE,6.27651592,0.172,1.973,166.0,0.011632,6.83608,0.65,0.0543,89.59,532.0,18.89,24.24,8.9,3914.0,4.748,-0.2,0.515,0.543
8521,FALSE POSITIVE,3.115304946,0.89,4.88748,149520.0,0.519442,0.44297,61.66,0.0435,81.61,1404.0,918.39,6.102,1398.8,6367.0,4.419,-0.14,1.087,1.131
8522,CANDIDATE,16.214474,0.6311,4.149,161.7,0.012247,0.9506,3.53,0.1505,88.24,1256.0,587.82,23.64,9.4,6801.0,3.833,0.06,2.637,1.727
8523,FALSE POSITIVE,12.422524,0.566,13.55,33.9,0.005564,0.02478,0.86,0.1173,84.47,1107.0,354.37,5.87,6.7,7225.0,4.281000000000001,-0.12,1.414,1.397
8524,FALSE POSITIVE,12.4269264,0.04,21.826,126.6,0.010086,0.01064,1.66,0.102,89.38,906.0,159.5,4.4286,28.3,5349.0,4.044,0.04,1.505,0.914
8525,FALSE POSITIVE,12.4261809,0.98,29.09,92.2,0.012023,0.00026000000000000003,1.88,0.1034,40.29,976.0,214.85,1.285,39.0,5948.0,4.106,-0.28,1.432,0.957
8526,FALSE POSITIVE,0.61810542,1.2326,6.666,12264.0,0.381399,0.11827,39.52,0.0134,22.92,1994.0,3735.52,1.3367,118.7,5371.0,4.4030000000000005,0.0,0.949,0.83
8527,FALSE POSITIVE,1.06995136,0.176,1.322,54.8,0.006786,3.85786,0.9,0.0206,88.36,1991.0,3730.45,6.158,10.8,5869.0,4.274,0.04,1.221,1.021
8528,FALSE POSITIVE,2.158398259,0.996,8.1633,93038.0,0.475393,0.06336,101.02,0.0307,66.52,1829.0,2649.52,2.499,217.0,5210.0,3.778,-0.5,1.946,0.829
8529,FALSE POSITIVE,359.534371,100.806,24.205,5732.0,99.870651,11.05096,64333.8,1.2337,76.2,491.0,13.7,423.0,96.0,5087.0,3.1830000000000003,0.0,5.899,1.935
8530,CANDIDATE,0.9951412,0.998,5.588,101.7,0.018188,0.02164,0.22,0.0091,16.81,509.0,15.69,1.042,17.6,3325.0,5.364,-0.94,0.109,0.101
8531,FALSE POSITIVE,534.86668,0.113,8.19,565.0,0.021978,8.607289999999999,4.3,1.4391,89.95,328.0,2.74,507.0,8.3,6668.0,4.074,-0.08,1.791,1.395
8532,CANDIDATE,43.535891,0.258,4.712,576.6,0.021863999999999998,3.3935800000000005,1.86,0.2307,89.79,444.0,9.19,69.8,13.9,5481.0,4.592,-0.22,0.778,0.871
8533,FALSE POSITIVE,1.39797542,0.077,9.06,43.2,0.005868,0.02324,0.49,0.022,86.69,1316.0,709.8,1.339,15.5,5074.0,4.5360000000000005,-0.22,0.761,0.725
8534,FALSE POSITIVE,2.2127498,0.229,3.054,22.7,0.004418,0.62449,0.68,0.0323,87.59,1801.0,2494.14,5.45,9.3,6195.0,4.106,-0.58,1.405,0.92
8535,FALSE POSITIVE,0.776976021,1.222,1.9540099999999998,21245.0,0.42320100000000005,0.52896,48.15,0.0168,61.54,2083.0,4459.03,2.5652,1582.9,5999.0,4.423,0.02,1.042,1.046
8536,FALSE POSITIVE,2.25353739,0.82,5.74622,182830.0,0.532513,0.24486,96.65,0.037,78.28,2056.0,4215.56,4.0358,904.8,6951.0,4.119,-0.32,1.662,1.328
8537,FALSE POSITIVE,17.99646148,1.091,4.65638,62755.0,0.46602299999999997,1.41651,114.45,0.1402,87.84,1004.0,240.38,28.945,1951.8,5684.0,3.7880000000000003,-0.28,2.249,1.134
8538,FALSE POSITIVE,1.386249249,1.135,2.9910400000000004,47188.0,0.451558,0.40039,78.6,0.0263,70.73,2137.0,4939.8,3.439,560.0,6226.0,4.135,0.06,1.594,1.264
8539,FALSE POSITIVE,0.53482911,0.3597,0.996,704.0,0.024733,4.20711,0.54,0.0072,84.8,753.0,75.82,3.99,9.8,3229.0,5.08,0.0,0.201,0.178
8540,FALSE POSITIVE,0.5667998329999999,0.851,5.543,198.0,0.014787999999999999,0.064,1.27,0.0128,34.16,1900.0,3084.6,1.028,54.0,5488.0,4.584,-0.18,0.789,0.877
8541,FALSE POSITIVE,0.566795728,0.653,2.79,18.9,0.0042060000000000005,0.17134000000000002,0.64,0.0134,62.76,2755.0,13656.59,1.428,12.4,6130.0,4.151,-0.28,1.393,1.003
8542,FALSE POSITIVE,14.665759784,0.576,3.65814,336980.0,0.6138979999999999,8.66801,67.17,0.1114,89.29,712.0,60.89,46.19,1143.6,5385.0,4.369,0.08,1.002,0.855
8543,FALSE POSITIVE,0.5667808360000001,0.005,4.937,60.9,0.007115000000000001,0.08015,0.75,0.0136,89.73,2204.0,5608.62,1.1082,18.7,5949.0,4.493,0.0,0.962,1.05
8544,CANDIDATE,4.7368156,0.218,2.84,35.3,0.005463,1.6616900000000001,0.6,0.0564,89.0,1137.0,395.05,12.54,6.9,6088.0,4.456,-0.06,1.011,1.06
8545,FALSE POSITIVE,15.44605962,0.3,4.5963,330910.0,0.5403180000000001,4.630269999999999,52.93,0.1211,89.56,701.0,57.04,38.7967,2025.2,5838.0,4.529,-0.08,0.897,0.992
8546,FALSE POSITIVE,1.790518325,0.643,3.3462400000000003,61542.0,0.241853,0.5145,32.19,0.0301,81.67,1850.0,2761.65,4.4343,2493.3,6586.0,4.319,-0.32,1.219,1.131
8547,CANDIDATE,40.7698541,0.202,2.997,239.8,0.014137,12.53399,1.87,0.238,89.89,585.0,27.73,103.3,8.8,5884.0,4.306,0.16,1.21,1.081
8548,CANDIDATE,129.222771,0.867,7.272,445.3,0.022805000000000002,0.45198,2.01,0.461,89.33,288.0,1.63,73.6,12.0,4934.0,4.515,0.14,0.809,0.781
8549,FALSE POSITIVE,1.03905082,0.4522,3.035,43.8,0.006234,0.25814000000000004,0.87,0.0203,79.64,2297.0,6581.45,2.451,9.9,6558.0,4.239,-0.52,1.28,1.035
8550,FALSE POSITIVE,0.503201954,0.3279,0.167,43.0,0.011873,801.5595099999999,2.99,0.0135,89.38,3550.0,37526.28,22.06,8.0,6157.0,3.827,-0.1,2.306,1.302
8551,FALSE POSITIVE,7.140373046000001,0.309,7.07032,205260.0,0.422933,0.46106,61.56,0.0715,88.35,1132.0,388.56,10.751,3250.0,5945.0,4.168,-0.24,1.333,0.953
